ac_id,us_id,epic_id,squad,requirement_statement,objective,preconditions,verification_procedure,expected_result,edge_cases,suggested_tc_primary,suggested_tc_negative,automation_hints,architecture_refs
AC-DG-04-010-03,US-DG-04-010,EPIC-DG-04,ingestion-codeintel,Mismatch between requested `commit_sha` and resolved head fails with clear `error_code` when strict mode enabled.,Verify the behaviour described in AC-DG-04-010-03: Mismatch between requested `commit_sha` and resolved head fails with clear `error_code` when strict mode enabled.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-010-03,TC-DG-04-010-03.2,"pytest marker @pytest.mark.req(""AC-DG-04-010-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-011-01,US-DG-04-011,EPIC-DG-04,ingestion-codeintel,"`repo_metadata` includes total files, ignored paths summary, binary-skipped count (fields documented in schema).","Verify the behaviour described in AC-DG-04-011-01: `repo_metadata` includes total files, ignored paths summary, binary-skipped count (fields documented in schema).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-011-01,TC-DG-04-011-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-011-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-011-02,US-DG-04-011,EPIC-DG-04,ingestion-codeintel,Extremely large file list truncation flagged for report appendix (Architecture §11.6).,Verify the behaviour described in AC-DG-04-011-02: Extremely large file list truncation flagged for report appendix (Architecture §11.6).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-011-02,TC-DG-04-011-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-011-02"") or Xray/TestRail key == ac_id",Architecture §11.6
AC-DG-04-011-03,US-DG-04-011,EPIC-DG-04,ingestion-codeintel,Metadata serialisable size bounded; spill to artifact ref if huge (Architecture §5.3).,Verify the behaviour described in AC-DG-04-011-03: Metadata serialisable size bounded; spill to artifact ref if huge (Architecture §5.3).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-011-03,TC-DG-04-011-03.2,"pytest marker @pytest.mark.req(""AC-DG-04-011-03"") or Xray/TestRail key == ac_id",Architecture §5.3
AC-DG-04-012-01,US-DG-04-012,EPIC-DG-04,ingestion-codeintel,`cloud_profiles[].regions` array honoured; failures per region recorded in snapshot metadata (EPIC-DG-07).,Verify the behaviour described in AC-DG-04-012-01: `cloud_profiles[].regions` array honoured; failures per region recorded in snapshot metadata (EPIC-DG-07).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-012-01,TC-DG-04-012-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-012-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-012-02,US-DG-04-012,EPIC-DG-04,ingestion-codeintel,Snapshots stored compressed (`*.json.zst`) under object layout §32.1.,Verify the behaviour described in AC-DG-04-012-02: Snapshots stored compressed (`*.json.zst`) under object layout §32.1.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-012-02,TC-DG-04-012-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-012-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-04-012-03,US-DG-04-012,EPIC-DG-04,ingestion-codeintel,Partial regional success still produces snapshot with `coverage_percent` field.,Verify the behaviour described in AC-DG-04-012-03: Partial regional success still produces snapshot with `coverage_percent` field.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-04.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-04-012-03,TC-DG-04-012-03.2,"pytest marker @pytest.mark.req(""AC-DG-04-012-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-05-001-01,US-DG-05-001,EPIC-DG-05,policy,"Response lists `policy_id`, human title, `policy_version`, framework family (Architecture §28.3; registry §16.1).","Verify the behaviour described in AC-DG-05-001-01: Response lists `policy_id`, human title, `policy_version`, framework family (Architecture §28.3; registry §16.1).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-05.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-05-001-01,TC-DG-05-001-01.2,"pytest marker @pytest.mark.req(""AC-DG-05-001-01"") or Xray/TestRail key == ac_id",Architecture §28.3; registry §16.1
AC-DG-05-001-02,US-DG-05-001,EPIC-DG-05,policy,Deprecated policies flagged but still listable for historical scans.,Verify the behaviour described in AC-DG-05-001-02: Deprecated policies flagged but still listable for historical scans.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-05.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-05-001-02,TC-DG-05-001-02.2,"pytest marker @pytest.mark.req(""AC-DG-05-001-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-05-002-01,US-DG-05-002,EPIC-DG-05,policy,Multipart upload accepted only for `admin` role (Architecture §28.3).,Verify the behaviour described in AC-DG-05-002-01: Multipart upload accepted only for `admin` role (Architecture §28.3).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-05.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-05-002-01,TC-DG-05-002-01.2,"pytest marker @pytest.mark.req(""AC-DG-05-002-01"") or Xray/TestRail key == ac_id",Architecture §28.3
